Compressor Speed (rpm),Air Side Cooling Capacity (kW),Time (s)
4500,10.52077097,173.75
4500,10.52077097,173.8
4500,10.52077097,173.85
4500,10.52077097,173.9
4500,10.52077097,173.95
4500,10.52077097,174.0
4500,10.52077097,174.05
4500,10.52077097,174.1
4500,10.52077097,174.15
4500,10.52077097,174.2
4500,10.52077097,174.25
4500,10.52077097,174.3
4500,10.52077097,174.35
4500,10.52077097,174.4
4500,10.52077097,174.45
4500,10.52077097,174.5
4500,10.52077097,174.55
4500,10.52077097,174.6
4500,10.52077097,174.65
4500,10.52077097,174.7
4500,10.52077097,174.75
4500,10.52077097,174.8
4500,10.52077097,174.85
4500,10.52077097,174.9
4500,10.52077097,174.95
4500,10.52077097,175.0
4500,10.52077097,175.05
4500,10.52077097,175.1
4500,10.52077097,175.15
4500,10.52077097,175.2
4500,10.52077097,175.25
4500,10.52077097,175.3
4500,10.52077097,175.35
4500,10.52077097,175.4
4500,10.52077097,175.45
4500,10.52077097,175.5
4500,10.52077097,175.55
4500,10.52077097,175.6
4500,10.52077097,175.65
4500,10.52077097,175.7
4500,10.52077097,175.75
4500,10.52077097,175.8
4500,10.52077097,175.85
4500,10.52077097,175.9
4500,10.52077097,175.95
4500,10.52077097,176.0
4500,10.52077097,176.05
4500,10.52077097,176.1
4500,10.52077097,176.15
4500,10.52077097,176.2
4500,10.52077097,176.25
4500,10.52077097,176.3
4500,10.52077097,176.35
4500,10.52077097,176.4
4500,10.52077097,176.45
4500,10.52077097,176.5
4500,10.52077097,176.55
4500,10.52077097,176.6
4500,10.52077097,176.65
4500,10.52077097,176.7
4500,10.52077097,176.75
4500,10.52077097,176.8
4500,10.52077097,176.85
4500,10.52077097,176.9
4500,10.52077097,176.95
4500,10.52077097,177.0
4500,10.52077097,177.05
4500,10.52077097,177.1
4500,10.52077097,177.15
4500,10.52077097,177.2
4500,10.52077097,177.25
4500,10.52077097,177.3
4500,10.52077097,177.35
4500,10.52077097,177.4
4500,10.52077097,177.45
4500,10.52077097,177.5
4500,10.52077097,177.55
4500,10.52077097,177.6
4500,10.52077097,177.65
4500,10.52077097,177.7
4500,10.52077097,177.75
4500,10.52077097,177.8
4500,10.52077097,177.85
4500,10.52077097,177.9
4500,10.52077097,177.95
4500,10.52077097,178.0
4500,10.52077097,178.05
4500,10.52077097,178.1
4500,10.52077097,178.15
4500,10.52077097,178.2
4500,10.52077097,178.25
4500,10.52077097,178.3
4500,10.52077097,178.35
4500,10.52077097,178.4
4500,10.52077097,178.45
4500,10.52077097,178.5
4500,10.52077097,178.55
4500,10.52077097,178.6
4500,10.52077097,178.65
4500,10.52077097,178.7
4500,10.52077097,178.75
4500,10.52077097,178.8
4500,10.52077097,178.85
4500,10.52077097,178.9
4500,10.52077097,178.95
4500,10.52077097,179.0
4500,10.52077097,179.05
4500,10.52077097,179.1
4500,10.52077097,179.15
4500,10.52077097,179.2
4500,10.52077097,179.25
4500,10.52077097,179.3
4500,10.52077097,179.35
4500,10.52077097,179.4
4500,10.52077097,179.45
4500,10.52077097,179.5
4500,10.52077097,179.55
4500,10.52077097,179.6
4500,10.52077097,179.65
4500,10.52077097,179.7
4500,10.52077097,179.75
4500,10.52077097,179.8
4500,10.52077097,179.85
4500,10.52077097,179.9
4500,10.52077097,179.95
4500,10.52077097,180.0
4500,10.52077097,180.05
4500,10.52077097,180.1
4500,10.52077097,180.15
4500,10.52077097,180.2
4500,10.52077097,180.25
4500,10.52077097,180.3
4500,10.52077097,180.35
4500,10.52077097,180.4
4500,10.52077097,180.45
4500,10.52077097,180.5
4500,10.52077097,180.55
4500,10.52077097,180.6
4500,10.52077097,180.65
4500,10.52077097,180.7
4500,10.52077097,180.75
4500,10.52077097,180.8
4500,10.52077097,180.85
4500,10.52077097,180.9
4500,10.52077097,180.95
4500,10.52077097,181.0
4500,10.52077097,181.05
4500,10.52077097,181.1
4500,10.52077097,181.15
4500,10.52077097,181.2
4500,10.52077097,181.25
4500,10.52077097,181.3
4500,10.52077097,181.35
4500,10.52077097,181.4
4500,10.52077097,181.45
4500,10.52077097,181.5
4500,10.52077097,181.55
4500,10.52077097,181.6
4500,10.52077097,181.65
4500,10.52077097,181.7
4500,10.52077097,181.75
4500,10.52077097,181.8
4500,10.52077097,181.85
4500,10.52077097,181.9
4500,10.52077097,181.95
4500,10.52077097,182.0
4500,10.52077097,182.05
4500,10.52077097,182.1
4500,10.52077097,182.15
4500,10.52077097,182.2
4500,10.52077097,182.25
4500,10.52077097,182.3
4500,10.52077097,182.35
4500,10.52077097,182.4
4500,10.52077097,182.45
4500,10.52077097,182.5
4500,10.52077097,182.55
4500,10.52077097,182.6
4500,10.52077097,182.65
4500,10.52077097,182.7
4500,10.52077097,182.75
4500,10.52077097,182.8
4500,10.52077097,182.85
4500,10.52077097,182.9
4500,10.52077097,182.95
4500,10.52077097,183.0
4500,10.52077097,183.05
4500,10.52077097,183.1
4500,10.52077097,183.15
4500,10.52077097,183.2
4500,10.52077097,183.25
4500,10.52077097,183.3
4500,10.52077097,183.35
4500,10.52077097,183.4
4500,10.52077097,183.45
4500,10.52077097,183.5
4500,10.52077097,183.55
4500,10.52077097,183.6
4500,10.52077097,183.65
4500,10.52077097,183.7
4500,10.52077097,183.75
4500,10.52077097,183.8
4500,10.52077097,183.85
4500,10.52077097,183.9
4500,10.52077097,183.95
4500,10.52077097,184.0
4500,10.52077097,184.05
4500,10.52077097,184.1
4500,10.52077097,184.15
4500,10.52077097,184.2
4500,10.52077097,184.25
4500,10.52077097,184.3
4500,10.52077097,184.35
4500,10.52077097,184.4
4500,10.52077097,184.45
4500,10.52077097,184.5
4500,10.52077097,184.55
4500,10.52077097,184.6
4500,10.52077097,184.65
4500,10.52077097,184.7
4500,10.52077097,184.75
4500,10.52077097,184.8
4500,10.52077097,184.85
4500,10.52077097,184.9
4500,10.52077097,184.95
4500,10.52077097,185.0
4500,10.52077097,185.05
4500,10.52077097,185.1
4500,10.52077097,185.15
4500,10.52077097,185.2
4500,10.52077097,185.25
4500,10.52077097,185.3
4500,10.52077097,185.35
4500,10.52077097,185.4
4500,10.52077097,185.45
4500,10.52077097,185.5
4500,10.52077097,185.55
4500,10.52077097,185.6
4500,10.52077097,185.65
4500,10.52077097,185.7
4500,10.52077097,185.75
4500,10.52077097,185.8
4500,10.52077097,185.85
4500,10.52077097,185.9
4500,10.52077097,185.95
4500,10.52077097,186.0
4500,10.52077097,186.05
4500,10.52077097,186.1
4500,10.52077097,186.15
4500,10.52077097,186.2
4500,10.52077097,186.25
4500,10.52077097,186.3
4500,10.52077097,186.35
4500,10.52077097,186.4
4500,10.52077097,186.45
4500,10.52077097,186.5
4500,10.52077097,186.55
4500,10.52077097,186.6
4500,10.52077097,186.65
4500,10.52077097,186.7
4500,10.52077097,186.75
4500,10.52077097,186.8
4500,10.52077097,186.85
4500,10.52077097,186.9
4500,10.52077097,186.95
4500,10.52077097,187.0
4500,10.52077097,187.05
4500,10.52077097,187.1
4500,10.52077097,187.15
4500,10.52077097,187.2
4500,10.52077097,187.25
4500,10.52077097,187.3
4500,10.52077097,187.35
4500,10.52077097,187.4
4500,10.52077097,187.45
4500,10.52077097,187.5
4500,10.52077097,187.55
4500,10.52077097,187.6
4500,10.52077097,187.65
4500,10.52077097,187.7
4500,10.52077097,187.75
4500,10.52077097,187.8
4500,10.52077097,187.85
4500,10.52077097,187.9
4500,10.52077097,187.95
4500,10.52077097,188.0
4500,10.52077097,188.05
4500,10.52077097,188.1
4500,10.52077097,188.15
4500,10.52077097,188.2
4500,10.52077097,188.25
4500,10.52077097,188.3
4500,10.52077097,188.35
4500,10.52077097,188.4
4500,10.52077097,188.45
4500,10.52077097,188.5
4500,10.52077097,188.55
4500,10.52077097,188.6
4500,10.52077097,188.65
4500,10.52077097,188.7
4500,10.52077097,188.75
4500,10.52077097,188.8
4500,10.52077097,188.85
4500,10.52077097,188.9
4500,10.52077097,188.95
4500,10.52077097,189.0
4500,10.52077097,189.05
4500,10.52077097,189.1
4500,10.52077097,189.15
4500,10.52077097,189.2
4500,10.52077097,189.25
4500,10.52077097,189.3
4500,10.52077097,189.35
4500,10.52077097,189.4
4500,10.52077097,189.45
4500,10.52077097,189.5
4500,10.52077097,189.55
4500,10.52077097,189.6
4500,10.52077097,189.65
4500,10.52077097,189.7
4500,10.52077097,189.75
4500,10.52077097,189.8
4500,10.52077097,189.85
4500,10.52077097,189.9
4500,10.52077097,189.95
4500,10.52077097,190.0
4500,10.52077097,190.05
4500,10.52077097,190.1
4500,10.52077097,190.15
4500,10.52077097,190.2
4500,10.52077097,190.25
4500,10.52077097,190.3
4500,10.52077097,190.35
4500,10.52077097,190.4
4500,10.52077097,190.45
4500,10.52077097,190.5
4500,10.52077097,190.55
4500,10.52077097,190.6
4500,10.52077097,190.65
4500,10.52077097,190.7
4500,10.52077097,190.75
4500,10.52077097,190.8
4500,10.52077097,190.85
4500,10.52077097,190.9
4500,10.52077097,190.95
4500,10.52077097,191.0
4500,10.52077097,191.05
4500,10.52077097,191.1
4500,10.52077097,191.15
4500,10.52077097,191.2
4500,10.52077097,191.25
4500,10.52077097,191.3
4500,10.52077097,191.35
4500,10.52077097,191.4
4500,10.52077097,191.45
4500,10.52077097,191.5
4500,10.52077097,191.55
4500,10.52077097,191.6
4500,10.52077097,191.65
4500,10.52077097,191.7
4500,10.52077097,191.75
4500,10.52077097,191.8
4500,10.52077097,191.85
4500,10.52077097,191.9
4500,10.52077097,191.95
4500,10.52077097,192.0
4500,10.52077097,192.05
4500,10.52077097,192.1
4500,10.52077097,192.15
4500,10.52077097,192.2
4500,10.52077097,192.25
4500,10.52077097,192.3
4500,10.52077097,192.35
4500,10.52077097,192.4
4500,10.52077097,192.45
4500,10.52077097,192.5
4500,10.52077097,192.55
4500,10.52077097,192.6
4500,10.52077097,192.65
4500,10.52077097,192.7
4500,10.52077097,192.75
4500,10.52077097,192.8
4500,10.52077097,192.85
4500,10.52077097,192.9
4500,10.52077097,192.95
4500,10.52077097,193.0
4500,10.52077097,193.05
4500,10.52077097,193.1
4500,10.52077097,193.15
4500,10.52077097,193.2
4500,10.52077097,193.25
4500,10.52077097,193.3
4500,10.52077097,193.35
4500,10.52077097,193.4
4500,10.52077097,193.45
4500,10.52077097,193.5
4500,10.52077097,193.55
4500,10.52077097,193.6
4500,10.52077097,193.65
4500,10.52077097,193.7
4500,10.52077097,193.75
4500,10.52077097,193.8
4500,10.52077097,193.85
4500,10.52077097,193.9
4500,10.52077097,193.95
4500,10.52077097,194.0
4500,10.52077097,194.05
4500,10.52077097,194.1
4500,10.52077097,194.15
4500,10.52077097,194.2
4500,10.52077097,194.25
4500,10.52077097,194.3
4500,10.52077097,194.35
4500,10.52077097,194.4
4500,10.52077097,194.45
4500,10.52077097,194.5
4500,10.52077097,194.55
4500,10.52077097,194.6
4500,10.52077097,194.65
4500,10.52077097,194.7
4500,10.52077097,194.75
4500,10.52077097,194.8
4500,10.52077097,194.85
4500,10.52077097,194.9
4500,10.52077097,194.95
4500,10.52077097,195.0
4500,10.52077097,195.05
4500,10.52077097,195.1
4500,10.52077097,195.15
4500,10.52077097,195.2
4500,10.52077097,195.25
4500,10.52077097,195.3
4500,10.52077097,195.35
4500,10.52077097,195.4
4500,10.52077097,195.45
4500,10.52077097,195.5
4500,10.52077097,195.55
4500,10.52077097,195.6
4500,10.52077097,195.65
4500,10.52077097,195.7
4500,10.52077097,195.75
4500,10.52077097,195.8
4500,10.52077097,195.85
4500,10.52077097,195.9
4500,10.52077097,195.95
4500,10.52077097,196.0
4500,10.52077097,196.05
4500,10.52077097,196.1
4500,10.52077097,196.15
4500,10.52077097,196.2
4500,10.52077097,196.25
4500,10.52077097,196.3
4500,10.52077097,196.35
4500,10.52077097,196.4
4500,10.52077097,196.45
4500,10.52077097,196.5
4500,10.52077097,196.55
4500,10.52077097,196.6
4500,10.52077097,196.65
4500,10.52077097,196.7
4500,10.52077097,196.75
4500,10.52077097,196.8
4500,10.52077097,196.85
4500,10.52077097,196.9
4500,10.52077097,196.95
4500,10.52077097,197.0
4500,10.52077097,197.05
4500,10.52077097,197.1
4500,10.52077097,197.15
4500,10.52077097,197.2
4500,10.52077097,197.25
4500,10.52077097,197.3
4500,10.52077097,197.35
4500,10.52077097,197.4
4500,10.52077097,197.45
4500,10.52077097,197.5
4500,10.52077097,197.55
4500,10.52077097,197.6
4500,10.52077097,197.65
4500,10.52077097,197.7
4500,10.52077097,197.75
4500,10.52077097,197.8
4500,10.52077097,197.85
4500,10.52077097,197.9
4500,10.52077097,197.95
4500,10.52077097,198.0
4500,10.52077097,198.05
4500,10.52077097,198.1
4500,10.52077097,198.15
4500,10.52077097,198.2
4500,10.52077097,198.25
4500,10.52077097,198.3
4500,10.52077097,198.35
4500,10.52077097,198.4
4500,10.52077097,198.45
4500,10.52077097,198.5
4500,10.52077097,198.55
4500,10.52077097,198.6
4500,10.52077097,198.65
4500,10.52077097,198.7
4500,10.52077097,198.75
4500,10.52077097,198.8
4500,10.52077097,198.85
4500,10.52077097,198.9
4500,10.52077097,198.95
4500,10.52077097,199.0
4500,10.52077097,199.05
4500,10.52077097,199.1
4500,10.52077097,199.15
4500,10.52077097,199.2
4500,10.52077097,199.25
4500,10.52077097,199.3
4500,10.52077097,199.35
4500,10.52077097,199.4
4500,10.52077097,199.45
4500,10.52077097,199.5
4500,10.52077097,199.55
4500,10.52077097,199.6
4500,10.52077097,199.65
4500,10.52077097,199.7
4500,10.52077097,199.75
4500,10.52077097,199.8
4500,10.52077097,199.85
4500,10.52077097,199.9
4500,10.52077097,199.95
4500,10.52077097,200.0
4500,10.52077097,200.05
4500,10.52077097,200.1
4500,10.52077097,200.15
4500,10.52077097,200.2
4500,10.52077097,200.25
4500,10.52077097,200.3
4500,10.52077097,200.35
4500,10.52077097,200.4
4500,10.52077097,200.45
4500,10.52077097,200.5
4500,10.52077097,200.55
4500,10.52077097,200.6
4500,10.52077097,200.65
4500,10.52077097,200.7
4500,10.52077097,200.75
4500,10.52077097,200.8
4500,10.52077097,200.85
4500,10.52077097,200.9
4500,10.52077097,200.95
4500,10.52077097,201.0
4500,10.52077097,201.05
4500,10.52077097,201.1
4500,10.52077097,201.15
4500,10.52077097,201.2
4500,10.52077097,201.25
4500,10.52077097,201.3
4500,10.52077097,201.35
4500,10.52077097,201.4
4500,10.52077097,201.45
4500,10.52077097,201.5
4500,10.52077097,201.55
4500,10.52077097,201.6
4500,10.52077097,201.65
4500,10.52077097,201.7
4500,10.52077097,201.75
4500,10.52077097,201.8
4500,10.52077097,201.85
4500,10.52077097,201.9
4500,10.52077097,201.95
4500,10.52077097,202.0
4500,10.52077097,202.05
4500,10.52077097,202.1
4500,10.52077097,202.15
4500,10.52077097,202.2
4500,10.52077097,202.25
4500,10.52077097,202.3
4500,10.52077097,202.35
4500,10.52077097,202.4
4500,10.52077097,202.45
4500,10.52077097,202.5
4500,10.52077097,202.55
4500,10.52077097,202.6
4500,10.52077097,202.65
4500,10.52077097,202.7
4500,10.52077097,202.75
4500,10.52077097,202.8
4500,10.52077097,202.85
4500,10.52077097,202.9
4500,10.52077097,202.95
4500,10.52077097,203.0
4500,10.52077097,203.05
4500,10.52077097,203.1
4500,10.52077097,203.15
4500,10.52077097,203.2
4500,10.52077097,203.25
4500,10.52077097,203.3
4500,10.52077097,203.35
4500,10.52077097,203.4
4500,10.52077097,203.45
4500,10.52077097,203.5
4500,10.52077097,203.55
4500,10.52077097,203.6
4500,10.52077097,203.65
4500,10.52077097,203.7
4500,10.52077097,203.75
4500,10.52077097,203.8
4500,10.52077097,203.85
4500,10.52077097,203.9
4500,10.52077097,203.95
4500,10.52077097,204.0
4500,10.52077097,204.05
4500,10.52077097,204.1
4500,10.52077097,204.15
4500,10.52077097,204.2
4500,10.52077097,204.25
4500,10.52077097,204.3
4500,10.52077097,204.35
4500,10.52077097,204.4
4500,10.52077097,204.45
4500,10.52077097,204.5
4500,10.52077097,204.55
4500,10.52077097,204.6
4500,10.52077097,204.65
4500,10.52077097,204.7
4500,10.52077097,204.75
4500,10.52077097,204.8
4500,10.52077097,204.85
4500,10.52077097,204.9
4500,10.52077097,204.95
4500,10.52077097,205.0
4500,10.52077097,205.05
4500,10.52077097,205.1
4500,10.52077097,205.15
4500,10.52077097,205.2
4500,10.52077097,205.25
4500,10.52077097,205.3
4500,10.52077097,205.35
4500,10.52077097,205.4
4500,10.52077097,205.45
4500,10.52077097,205.5
4500,10.52077097,205.55
4500,10.52077097,205.6
4500,10.52077097,205.65
4500,10.52077097,205.7
4500,10.52077097,205.75
4500,10.52077097,205.8
4500,10.52077097,205.85
4500,10.52077097,205.9
4500,10.52077097,205.95
4500,10.52077097,206.0
4500,10.52077097,206.05
4500,10.52077097,206.1
4500,10.52077097,206.15
4500,10.52077097,206.2
4500,10.52077097,206.25
4500,10.52077097,206.3
4500,10.52077097,206.35
4500,10.52077097,206.4
4500,10.52077097,206.45
4500,10.52077097,206.5
4500,10.52077097,206.55
4500,10.52077097,206.6
4500,10.52077097,206.65
4500,10.52077097,206.7
4500,10.52077097,206.75
4500,10.52077097,206.8
4500,10.52077097,206.85
4500,10.52077097,206.9
4500,10.52077097,206.95
4500,10.52077097,207.0
4500,10.52077097,207.05
4500,10.52077097,207.1
4500,10.52077097,207.15
4500,10.52077097,207.2
4500,10.52077097,207.25
4500,10.52077097,207.3
4500,10.52077097,207.35
4500,10.52077097,207.4
4500,10.52077097,207.45
4500,10.52077097,207.5
4500,10.52077097,207.55
4500,10.52077097,207.6
4500,10.52077097,207.65
4500,10.52077097,207.7
4500,10.52077097,207.75
4500,10.52077097,207.8
4500,10.52077097,207.85
4500,10.52077097,207.9
4500,10.52077097,207.95
4500,10.52077097,208.0
4500,10.52077097,208.05
4500,10.52077097,208.1
4500,10.52077097,208.15
4500,10.52077097,208.2
4500,10.52077097,208.25
4500,10.52077097,208.3
4500,10.52077097,208.35
4500,10.52077097,208.4
4500,10.52077097,208.45
4500,10.52077097,208.5
4500,10.52077097,208.55
4500,10.52077097,208.6
4500,10.52077097,208.65
4500,10.52077097,208.7
4500,10.52077097,208.75
4500,10.52077097,208.8
4500,10.52077097,208.85
4500,10.52077097,208.9
4500,10.52077097,208.95
4500,10.52077097,209.0
4500,10.52077097,209.05
4500,10.52077097,209.1
4500,10.52077097,209.15
4500,10.52077097,209.2
4500,10.52077097,209.25
4500,10.52077097,209.3
4500,10.52077097,209.35
4500,10.52077097,209.4
4500,10.52077097,209.45
4500,10.52077097,209.5
4500,10.52077097,209.55
4500,10.52077097,209.6
4500,10.52077097,209.65
4500,10.52077097,209.7
4500,10.52077097,209.75
4500,10.52077097,209.8
4500,10.52077097,209.85
4500,10.52077097,209.9
4500,10.52077097,209.95
4500,10.52077097,210.0
4500,10.52077097,210.05
4500,10.52077097,210.1
4500,10.52077097,210.15
4500,10.52077097,210.2
4500,10.52077097,210.25
4500,10.52077097,210.3
4500,10.52077097,210.35
4500,10.52077097,210.4
4500,10.52077097,210.45
4500,10.52077097,210.5
4500,10.52077097,210.55
4500,10.52077097,210.6
4500,10.52077097,210.65
4500,10.52077097,210.7
4500,10.52077097,210.75
4500,10.52077097,210.8
4500,10.52077097,210.85
4500,10.52077097,210.9
4500,10.52077097,210.95
4500,10.52077097,211.0
4500,10.52077097,211.05
4500,10.52077097,211.1
4500,10.52077097,211.15
4500,10.52077097,211.2
4500,10.52077097,211.25
4500,10.52077097,211.3
4500,10.52077097,211.35
4500,10.52077097,211.4
4500,10.52077097,211.45
4500,10.52077097,211.5
4500,10.52077097,211.55
4500,10.52077097,211.6
4500,10.52077097,211.65
4500,10.52077097,211.7
4500,10.52077097,211.75
4500,10.52077097,211.8
4500,10.52077097,211.85
4500,10.52077097,211.9
4500,10.52077097,211.95
4500,10.52077097,212.0
4500,10.52077097,212.05
4500,10.52077097,212.1
4500,10.52077097,212.15
4500,10.52077097,212.2
4500,10.52077097,212.25
4500,10.52077097,212.3
4500,10.52077097,212.35
4500,10.52077097,212.4
4500,10.52077097,212.45
4500,10.52077097,212.5
4500,10.52077097,212.55
4500,10.52077097,212.6
4500,10.52077097,212.65
4500,10.52077097,212.7
4500,10.52077097,212.75
4500,10.52077097,212.8
4500,10.52077097,212.85
4500,10.52077097,212.9
4500,10.52077097,212.95
4500,10.52077097,213.0
4500,10.52077097,213.05
4500,10.52077097,213.1
4500,10.52077097,213.15
4500,10.52077097,213.2
4500,10.52077097,213.25
4500,10.52077097,213.3
4500,10.52077097,213.35
4500,10.52077097,213.4
4500,10.52077097,213.45
4500,10.52077097,213.5
4500,10.52077097,213.55
4500,10.52077097,213.6
4500,10.52077097,213.65
4500,10.52077097,213.7
4500,10.52077097,213.75
4500,10.52077097,213.8
4500,10.52077097,213.85
4500,10.52077097,213.9
4500,10.52077097,213.95
4500,10.52077097,214.0
4500,10.52077097,214.05
4500,10.52077097,214.1
4500,10.52077097,214.15
4500,10.52077097,214.2
4500,10.52077097,214.25
4500,10.52077097,214.3
4500,10.52077097,214.35
4500,10.52077097,214.4
4500,10.52077097,214.45
4500,10.52077097,214.5
4500,10.52077097,214.55
4500,10.52077097,214.6
4500,10.52077097,214.65
4500,10.52077097,214.7
4500,10.52077097,214.75
4500,10.52077097,214.8
4500,10.52077097,214.85
4500,10.52077097,214.9
4500,10.52077097,214.95
4500,10.52077097,215.0
4500,10.52077097,215.05
4500,10.52077097,215.1
4500,10.52077097,215.15
4500,10.52077097,215.2
4500,10.52077097,215.25
4500,10.52077097,215.3
4500,10.52077097,215.35
4500,10.52077097,215.4
4500,10.52077097,215.45
4500,10.52077097,215.5
4500,10.52077097,215.55
4500,10.52077097,215.6
4500,10.52077097,215.65
4500,10.52077097,215.7
4500,10.52077097,215.75
4500,10.52077097,215.8
4500,10.52077097,215.85
4500,10.52077097,215.9
4500,10.52077097,215.95
4500,10.52077097,216.0
4500,10.52077097,216.05
4500,10.52077097,216.1
4500,10.52077097,216.15
4500,10.52077097,216.2
4500,10.52077097,216.25
4500,10.52077097,216.3
4500,10.52077097,216.35
4500,10.52077097,216.4
4500,10.52077097,216.45
4500,10.52077097,216.5
4500,10.52077097,216.55
4500,10.52077097,216.6
4500,10.52077097,216.65
4500,10.52077097,216.7
4500,10.52077097,216.75
4500,10.52077097,216.8
4500,10.52077097,216.85
4500,10.52077097,216.9
4500,10.52077097,216.95
4500,10.52077097,217.0
4500,10.52077097,217.05
4500,10.52077097,217.1
4500,10.52077097,217.15
4500,10.52077097,217.2
4500,10.52077097,217.25
4500,10.52077097,217.3
4500,10.52077097,217.35
4500,10.52077097,217.4
4500,10.52077097,217.45
4500,10.52077097,217.5
4500,10.52077097,217.55
4500,10.52077097,217.6
4500,10.52077097,217.65
4500,10.52077097,217.7
4500,10.52077097,217.75
4500,10.52077097,217.8
4500,10.52077097,217.85
4500,10.52077097,217.9
4500,10.52077097,217.95
4500,10.52077097,218.0
4500,10.52077097,218.05
4500,10.52077097,218.1
4500,10.52077097,218.15
4500,10.52077097,218.2
4500,10.52077097,218.25
4500,10.52077097,218.3
4500,10.52077097,218.35
4500,10.52077097,218.4
4500,10.52077097,218.45
4500,10.52077097,218.5
4500,10.52077097,218.55
4500,10.52077097,218.6
4500,10.52077097,218.65
4500,10.52077097,218.7
4500,10.52077097,218.75
4500,10.52077097,218.8
4500,10.52077097,218.85
4500,10.52077097,218.9
4500,10.52077097,218.95
4500,10.52077097,219.0
4500,10.52077097,219.05
4500,10.52077097,219.1
4500,10.52077097,219.15
4500,10.52077097,219.2
4500,10.52077097,219.25
4500,10.52077097,219.3
4500,10.52077097,219.35
4500,10.52077097,219.4
4500,10.52077097,219.45
4500,10.52077097,219.5
4500,10.52077097,219.55
4500,10.52077097,219.6
4500,10.52077097,219.65
4500,10.52077097,219.7
4500,10.52077097,219.75
4500,10.52077097,219.8
4500,10.52077097,219.85
4500,10.52077097,219.9
4500,10.52077097,219.95
4500,10.52077097,220.0
4500,10.52077097,220.05
4500,10.52077097,220.1
4500,10.52077097,220.15
4500,10.52077097,220.2
4500,10.52077097,220.25
4500,10.52077097,220.3
4500,10.52077097,220.35
4500,10.52077097,220.4
4500,10.52077097,220.45
4500,10.52077097,220.5
4500,10.52077097,220.55
4500,10.52077097,220.6
4500,10.52077097,220.65
4500,10.52077097,220.7
4500,10.52077097,220.75
4500,10.52077097,220.8
4500,10.52077097,220.85
4500,10.52077097,220.9
4500,10.52077097,220.95
4500,10.52077097,221.0
4500,10.52077097,221.05
4500,10.52077097,221.1
4500,10.52077097,221.15
4500,10.52077097,221.2
4500,10.52077097,221.25
4500,10.52077097,221.3
4500,10.52077097,221.35
4500,10.52077097,221.4
4500,10.52077097,221.45
4500,10.52077097,221.5
4500,10.52077097,221.55
4500,10.52077097,221.6
4500,10.52077097,221.65
4500,10.52077097,221.7
4500,10.52077097,221.75
4500,10.52077097,221.8
4500,10.52077097,221.85
4500,10.52077097,221.9
4500,10.52077097,221.95
4500,10.52077097,222.0
4500,10.52077097,222.05
4500,10.52077097,222.1
4500,10.52077097,222.15
4500,10.52077097,222.2
4500,10.52077097,222.25
4500,10.52077097,222.3
4500,10.52077097,222.35
4500,10.52077097,222.4
4500,10.52077097,222.45
4500,10.52077097,222.5
4500,10.52077097,222.55
4500,10.52077097,222.6
4500,10.52077097,222.65
4500,10.52077097,222.7
4500,10.52077097,222.75
4500,10.52077097,222.8
4500,10.52077097,222.85
4500,10.52077097,222.9
4500,10.52077097,222.95
4500,10.52077097,223.0
4500,10.52077097,223.05
4500,10.52077097,223.1
4500,10.52077097,223.15
4500,10.52077097,223.2
4500,10.52077097,223.25
4500,10.52077097,223.3
4500,10.52077097,223.35
4500,10.52077097,223.4
4500,10.52077097,223.45
4500,10.52077097,223.5
4500,10.52077097,223.55
4500,10.52077097,223.6
4500,10.52077097,223.65
4500,10.52077097,223.7
4500,10.52077097,223.75
4500,10.52077097,223.8
4500,10.52077097,223.85
4500,10.52077097,223.9
4500,10.52077097,223.95
4500,10.52077097,224.0
4500,10.52077097,224.05
4500,10.52077097,224.1
4500,10.52077097,224.15
4500,10.52077097,224.2
4500,10.52077097,224.25
4500,10.52077097,224.3
4500,10.52077097,224.35
4500,10.52077097,224.4
4500,10.52077097,224.45
4500,10.52077097,224.5
4500,10.52077097,224.55
4500,10.52077097,224.6
4500,10.52077097,224.65
4500,10.52077097,224.7
4500,10.52077097,224.75
4500,10.52077097,224.8
4500,10.52077097,224.85
4500,10.52077097,224.9
4500,10.52077097,224.95
4500,10.52077097,225.0
4500,10.52077097,225.05
4500,10.52077097,225.1
4500,10.52077097,225.15
4500,10.52077097,225.2
4500,10.52077097,225.25
4500,10.52077097,225.3
4500,10.52077097,225.35
4500,10.52077097,225.4
4500,10.52077097,225.45
4500,10.52077097,225.5
4500,10.52077097,225.55
4500,10.52077097,225.6
4500,10.52077097,225.65
4500,10.52077097,225.7
4500,10.52077097,225.75
4500,10.52077097,225.8
4500,10.52077097,225.85
4500,10.52077097,225.9
4500,10.52077097,225.95
4500,10.52077097,226.0
4500,10.52077097,226.05
4500,10.52077097,226.1
4500,10.52077097,226.15
4500,10.52077097,226.2
4500,10.52077097,226.25
4500,10.52077097,226.3
4500,10.52077097,226.35
4500,10.52077097,226.4
4500,10.52077097,226.45
4500,10.52077097,226.5
4500,10.52077097,226.55
4500,10.52077097,226.6
4500,10.52077097,226.65
4500,10.52077097,226.7
4500,10.52077097,226.75
4500,10.52077097,226.8
4500,10.52077097,226.85
4500,10.52077097,226.9
4500,10.52077097,226.95
4500,10.52077097,227.0
4500,10.52077097,227.05
4500,10.52077097,227.1
4500,10.52077097,227.15
4500,10.52077097,227.2
4500,10.52077097,227.25
4500,10.52077097,227.3
4500,10.52077097,227.35
4500,10.52077097,227.4
