Compressor Speed (rpm),Air Side Cooling Capacity (kW),Time (s)
4500,10.52077097,227.45
4500,10.52077097,227.5
4500,10.52077097,227.55
4500,10.52077097,227.6
4500,10.52077097,227.65
4500,10.52077097,227.7
4500,10.52077097,227.75
4500,10.52077097,227.8
4500,10.52077097,227.85
4500,10.52077097,227.9
4500,10.52077097,227.95
4500,10.52077097,228.0
4500,10.52077097,228.05
4500,10.52077097,228.1
4500,10.52077097,228.15
4500,10.52077097,228.2
4500,10.52077097,228.25
4500,10.52077097,228.3
4500,10.52077097,228.35
4500,10.52077097,228.4
4500,10.52077097,228.45
4500,10.52077097,228.5
4500,10.52077097,228.55
4500,10.52077097,228.6
4500,10.52077097,228.65
4500,10.52077097,228.7
4500,10.52077097,228.75
4500,10.52077097,228.8
4500,10.52077097,228.85
4500,10.52077097,228.9
4500,10.52077097,228.95
4500,10.52077097,229.0
4500,10.52077097,229.05
4500,10.52077097,229.1
4500,10.52077097,229.15
4500,10.52077097,229.2
4500,10.52077097,229.25
4500,10.52077097,229.3
4500,10.52077097,229.35
4500,10.52077097,229.4
4500,10.52077097,229.45
4500,10.52077097,229.5
4500,10.52077097,229.55
4500,10.52077097,229.6
4500,10.52077097,229.65
4500,10.52077097,229.7
4500,10.52077097,229.75
4500,10.52077097,229.8
4500,10.52077097,229.85
4500,10.52077097,229.9
4500,10.52077097,229.95
4500,10.52077097,230.0
4500,10.52077097,230.05
4500,10.52077097,230.1
4500,10.52077097,230.15
4500,10.52077097,230.2
4500,10.52077097,230.25
4500,10.52077097,230.3
4500,10.52077097,230.35
4500,10.52077097,230.4
4500,10.52077097,230.45
4500,10.52077097,230.5
4500,10.52077097,230.55
4500,10.52077097,230.6
4500,10.52077097,230.65
4500,10.52077097,230.7
4500,10.52077097,230.75
4500,10.52077097,230.8
4500,10.52077097,230.85
4500,10.52077097,230.9
4500,10.52077097,230.95
4500,10.52077097,231.0
4500,10.52077097,231.05
4500,10.52077097,231.1
4500,10.52077097,231.15
4500,10.52077097,231.2
4500,10.52077097,231.25
4500,10.52077097,231.3
4500,10.52077097,231.35
4500,10.52077097,231.4
4500,10.52077097,231.45
4500,10.52077097,231.5
4500,10.52077097,231.55
4500,10.52077097,231.6
4500,10.52077097,231.65
4500,10.52077097,231.7
4500,10.52077097,231.75
4500,10.52077097,231.8
4500,10.52077097,231.85
4500,10.52077097,231.9
4500,10.52077097,231.95
4500,10.52077097,232.0
4500,10.52077097,232.05
4500,10.52077097,232.1
4500,10.52077097,232.15
4500,10.52077097,232.2
4500,10.52077097,232.25
4500,10.52077097,232.3
4500,10.52077097,232.35
4500,10.52077097,232.4
4500,10.52077097,232.45
4500,10.52077097,232.5
4500,10.52077097,232.55
4500,10.52077097,232.6
4500,10.52077097,232.65
4500,10.52077097,232.7
4500,10.52077097,232.75
4500,10.52077097,232.8
4500,10.52077097,232.85
4500,10.52077097,232.9
4500,10.52077097,232.95
4500,10.52077097,233.0
4500,10.52077097,233.05
4500,10.52077097,233.1
4500,10.52077097,233.15
4500,10.52077097,233.2
4500,10.52077097,233.25
4500,10.52077097,233.3
4500,10.52077097,233.35
4500,10.52077097,233.4
4500,10.52077097,233.45
4500,10.52077097,233.5
4500,10.52077097,233.55
4500,10.52077097,233.6
4500,10.52077097,233.65
4500,10.52077097,233.7
4500,10.52077097,233.75
4500,10.52077097,233.8
4500,10.52077097,233.85
4500,10.52077097,233.9
4500,10.52077097,233.95
4500,10.52077097,234.0
4500,10.52077097,234.05
4500,10.52077097,234.1
4500,10.52077097,234.15
4500,10.52077097,234.2
4500,10.52077097,234.25
4500,10.52077097,234.3
4500,10.52077097,234.35
4500,10.52077097,234.4
4500,10.52077097,234.45
4500,10.52077097,234.5
4500,10.52077097,234.55
4500,10.52077097,234.6
4500,10.52077097,234.65
4500,10.52077097,234.7
4500,10.52077097,234.75
4500,10.52077097,234.8
4500,10.52077097,234.85
4500,10.52077097,234.9
4500,10.52077097,234.95
4500,10.52077097,235.0
4500,10.52077097,235.05
4500,10.52077097,235.1
4500,10.52077097,235.15
4500,10.52077097,235.2
4500,10.52077097,235.25
4500,10.52077097,235.3
4500,10.52077097,235.35
4500,10.52077097,235.4
4500,10.52077097,235.45
4500,10.52077097,235.5
4500,10.52077097,235.55
4500,10.52077097,235.6
4500,10.52077097,235.65
4500,10.52077097,235.7
4500,10.52077097,235.75
4500,10.52077097,235.8
4500,10.52077097,235.85
4500,10.52077097,235.9
4500,10.52077097,235.95
4500,10.52077097,236.0
4500,10.52077097,236.05
4500,10.52077097,236.1
4500,10.52077097,236.15
4500,10.52077097,236.2
4500,10.52077097,236.25
4500,10.52077097,236.3
4500,10.52077097,236.35
4500,10.52077097,236.4
4500,10.52077097,236.45
4500,10.52077097,236.5
4500,10.52077097,236.55
4500,10.52077097,236.6
4500,10.52077097,236.65
4500,10.52077097,236.7
4500,10.52077097,236.75
4500,10.52077097,236.8
4500,10.52077097,236.85
4500,10.52077097,236.9
4500,10.52077097,236.95
4500,10.52077097,237.0
4500,10.52077097,237.05
4500,10.52077097,237.1
4500,10.52077097,237.15
4500,10.52077097,237.2
4500,10.52077097,237.25
4500,10.52077097,237.3
4500,10.52077097,237.35
4500,10.52077097,237.4
4500,10.52077097,237.45
4500,10.52077097,237.5
4500,10.52077097,237.55
4500,10.52077097,237.6
4500,10.52077097,237.65
4500,10.52077097,237.7
4500,10.52077097,237.75
4500,10.52077097,237.8
4500,10.52077097,237.85
4500,10.52077097,237.9
4500,10.52077097,237.95
4500,10.52077097,238.0
4500,10.52077097,238.05
4500,10.52077097,238.1
4500,10.52077097,238.15
4500,10.52077097,238.2
4500,10.52077097,238.25
4500,10.52077097,238.3
4500,10.52077097,238.35
4500,10.52077097,238.4
4500,10.52077097,238.45
4500,10.52077097,238.5
4500,10.52077097,238.55
4500,10.52077097,238.6
4500,10.52077097,238.65
4500,10.52077097,238.7
4500,10.52077097,238.75
4500,10.52077097,238.8
4500,10.52077097,238.85
4500,10.52077097,238.9
4500,10.52077097,238.95
4500,10.52077097,239.0
4500,10.52077097,239.05
4500,10.52077097,239.1
4500,10.52077097,239.15
4500,10.52077097,239.2
4500,10.52077097,239.25
4500,10.52077097,239.3
4500,10.52077097,239.35
4500,10.52077097,239.4
4500,10.52077097,239.45
4500,10.52077097,239.5
4500,10.52077097,239.55
4500,10.52077097,239.6
4500,10.52077097,239.65
4500,10.52077097,239.7
4500,10.52077097,239.75
4500,10.52077097,239.8
4500,10.52077097,239.85
4500,10.52077097,239.9
4500,10.52077097,239.95
4500,10.52077097,240.0
4500,10.52077097,240.05
4500,10.52077097,240.1
4500,10.52077097,240.15
4500,10.52077097,240.2
4500,10.52077097,240.25
4500,10.52077097,240.3
4500,10.52077097,240.35
4500,10.52077097,240.4
4500,10.52077097,240.45
4500,10.52077097,240.5
4500,10.52077097,240.55
4500,10.52077097,240.6
4500,10.52077097,240.65
4500,10.52077097,240.7
4500,10.52077097,240.75
4500,10.52077097,240.8
4500,10.52077097,240.85
4500,10.52077097,240.9
4500,10.52077097,240.95
4500,10.52077097,241.0
4500,10.52077097,241.05
4500,10.52077097,241.1
4500,10.52077097,241.15
4500,10.52077097,241.2
4500,10.52077097,241.25
4500,10.52077097,241.3
4500,10.52077097,241.35
4500,10.52077097,241.4
4500,10.52077097,241.45
4500,10.52077097,241.5
4500,10.52077097,241.55
4500,10.52077097,241.6
4500,10.52077097,241.65
4500,10.52077097,241.7
4500,10.52077097,241.75
4500,10.52077097,241.8
4500,10.52077097,241.85
4500,10.52077097,241.9
4500,10.52077097,241.95
4500,10.52077097,242.0
4500,10.52077097,242.05
4500,10.52077097,242.1
4500,10.52077097,242.15
4500,10.52077097,242.2
4500,10.52077097,242.25
4500,10.52077097,242.3
4500,10.52077097,242.35
4500,10.52077097,242.4
4500,10.52077097,242.45
4500,10.52077097,242.5
4500,10.52077097,242.55
4500,10.52077097,242.6
4500,10.52077097,242.65
4500,10.52077097,242.7
4500,10.52077097,242.75
4500,10.52077097,242.8
4500,10.52077097,242.85
4500,10.52077097,242.9
4500,10.52077097,242.95
4500,10.52077097,243.0
4500,10.52077097,243.05
4500,10.52077097,243.1
4500,10.52077097,243.15
4500,10.52077097,243.2
4500,10.52077097,243.25
4500,10.52077097,243.3
4500,10.52077097,243.35
4500,10.52077097,243.4
4500,10.52077097,243.45
4500,10.52077097,243.5
4500,10.52077097,243.55
4500,10.52077097,243.6
4500,10.52077097,243.65
4500,10.52077097,243.7
4500,10.52077097,243.75
4500,10.52077097,243.8
4500,10.52077097,243.85
4500,10.52077097,243.9
4500,10.52077097,243.95
4500,10.52077097,244.0
4500,10.52077097,244.05
4500,10.52077097,244.1
4500,10.52077097,244.15
4500,10.52077097,244.2
4500,10.52077097,244.25
4500,10.52077097,244.3
4500,10.52077097,244.35
4500,10.52077097,244.4
4500,10.52077097,244.45
4500,10.52077097,244.5
4500,10.52077097,244.55
4500,10.52077097,244.6
4500,10.52077097,244.65
4500,10.52077097,244.7
4500,10.52077097,244.75
4500,10.52077097,244.8
4500,10.52077097,244.85
4500,10.52077097,244.9
4500,10.52077097,244.95
4500,10.52077097,245.0
4500,10.52077097,245.05
4500,10.52077097,245.1
4500,10.52077097,245.15
4500,10.52077097,245.2
4500,10.52077097,245.25
4500,10.52077097,245.3
4500,10.52077097,245.35
4500,10.52077097,245.4
4500,10.52077097,245.45
4500,10.52077097,245.5
4500,10.52077097,245.55
4500,10.52077097,245.6
4500,10.52077097,245.65
4500,10.52077097,245.7
4500,10.52077097,245.75
4500,10.52077097,245.8
4500,10.52077097,245.85
4500,10.52077097,245.9
4500,10.52077097,245.95
4500,10.52077097,246.0
4500,10.52077097,246.05
4500,10.52077097,246.1
4500,10.52077097,246.15
4500,10.52077097,246.2
4500,10.52077097,246.25
4500,10.52077097,246.3
4500,10.52077097,246.35
4500,10.52077097,246.4
4500,10.52077097,246.45
4500,10.52077097,246.5
4500,10.52077097,246.55
4500,10.52077097,246.6
4500,10.52077097,246.65
4500,10.52077097,246.7
4500,10.52077097,246.75
4500,10.52077097,246.8
4500,10.52077097,246.85
4500,10.52077097,246.9
4500,10.52077097,246.95
4500,10.52077097,247.0
4500,10.52077097,247.05
4500,10.52077097,247.1
4500,10.52077097,247.15
4500,10.52077097,247.2
4500,10.52077097,247.25
4500,10.52077097,247.3
4500,10.52077097,247.35
4500,10.52077097,247.4
4500,10.52077097,247.45
4500,10.52077097,247.5
4500,10.52077097,247.55
4500,10.52077097,247.6
4500,10.52077097,247.65
4500,10.52077097,247.7
4500,10.52077097,247.75
4500,10.52077097,247.8
4500,10.52077097,247.85
4500,10.52077097,247.9
4500,10.52077097,247.95
4500,10.52077097,248.0
4500,10.52077097,248.05
4500,10.52077097,248.1
4500,10.52077097,248.15
4500,10.52077097,248.2
4500,10.52077097,248.25
4500,10.52077097,248.3
4500,10.52077097,248.35
4500,10.52077097,248.4
4500,10.52077097,248.45
4500,10.52077097,248.5
4500,10.52077097,248.55
4500,10.52077097,248.6
4500,10.52077097,248.65
4500,10.52077097,248.7
4500,10.52077097,248.75
4500,10.52077097,248.8
4500,10.52077097,248.85
4500,10.52077097,248.9
4500,10.52077097,248.95
4500,10.52077097,249.0
4500,10.52077097,249.05
4500,10.52077097,249.1
4500,10.52077097,249.15
4500,10.52077097,249.2
4500,10.52077097,249.25
4500,10.52077097,249.3
4500,10.52077097,249.35
4500,10.52077097,249.4
4500,10.52077097,249.45
4500,10.52077097,249.5
4500,10.52077097,249.55
4500,10.52077097,249.6
4500,10.52077097,249.65
4500,10.52077097,249.7
4500,10.52077097,249.75
4500,10.52077097,249.8
4500,10.52077097,249.85
4500,10.52077097,249.9
4500,10.52077097,249.95
4500,10.52077097,250.0
