Time (s),Compressor Speed (rpm),Condensor Air Mass Flow (kg/s),Evaporator Air Mass Flow (kg/s),Superheat (°C),Discharge Temperature (°C),Subcooling (°C),Condenser_Pressure (kPa),Evaporator_Pressure (kPa),Compressor_MassFlow (kg/s),EXV_MassFlow (kg/s),Compressor_Power (kW),Total Power (kW),Air Side Cooling Capacity (kW),Ref Side Cooling Capacity (kW)
220.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
220.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
221.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
222.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
223.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
224.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
225.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
226.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.5,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.55,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.6,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.65,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.7,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.75,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.8,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.85,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.9,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
227.95,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
228,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
228.05,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
228.1,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
228.15,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
228.2,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
228.25,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
228.3,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
228.35,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
228.4,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
228.45,4500,2.236,0.863625,18.53220423,64.73752728,2.507213827,2635.722214,875.5676454,0.060392077,0.060392077,3.386669589,3.772039589,10.52077097,10.52077097
