Time (s),Compressor Speed (rpm),Condensor Air Mass Flow (kg/s),Evaporator Air Mass Flow (kg/s),Superheat (°C),Discharge Temperature (°C),Subcooling (°C),Condenser_Pressure (kPa),Evaporator_Pressure (kPa),Compressor_MassFlow (kg/s),EXV_MassFlow (kg/s),Compressor_Power (kW),Total Power (kW),Air Side Cooling Capacity (kW),Ref Side Cooling Capacity (kW)
70,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.05,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.1,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.15,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.2,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.25,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.3,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.35,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.4,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.45,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.5,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.55,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.6,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.65,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.7,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.75,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.8,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.85,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.9,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
70.95,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.05,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.1,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.15,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.2,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.25,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.3,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.35,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.4,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.45,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.5,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.55,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.6,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.65,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.7,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.75,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.8,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.85,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.9,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
71.95,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.05,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.1,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.15,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.2,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.25,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.3,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.35,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.4,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.45,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.5,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.55,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.6,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.65,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.7,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.75,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.8,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.85,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.9,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
72.95,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.05,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.1,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.15,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.2,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.25,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.3,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.35,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.4,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.45,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.5,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.55,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.6,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.65,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.7,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.75,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.8,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.85,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.9,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
73.95,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.05,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.1,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.15,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.2,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.25,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.3,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.35,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.4,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.45,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.5,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.55,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.6,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.65,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.7,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.75,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.8,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.85,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.9,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
74.95,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.05,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.1,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.15,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.2,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.25,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.3,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.35,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.4,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.45,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.5,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.55,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.6,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.65,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.7,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.75,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.8,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.85,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.9,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
75.95,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.05,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.1,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.15,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.2,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.25,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.3,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.35,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.4,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.45,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.5,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.55,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.6,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.65,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.7,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.75,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.8,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.85,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.9,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
76.95,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.05,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.1,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.15,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.2,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.25,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.3,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.35,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.4,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.45,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.5,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.55,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.6,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.65,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.7,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.75,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.8,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.85,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.9,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
77.95,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
78,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
78.05,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
78.1,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
78.15,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
78.2,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
78.25,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
78.3,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
78.35,3300,2.236,0.6909,6.043123458,54.06111287,2.065231254,2578.621818,1036.425906,0.056716006,0.056716006,2.538036315,2.819515715,9.286174811,9.286174811
